feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,fraud
0.24835707650561634,-0.06913215058559233,0.32384426905034625,0.7615149282040127,-0.11707668736166799,-0.11706847847459027,0.7896064077536957,0.3837173645764544,-0.23473719296747605,0.27128002179298233,0
-0.23170884640623113,-0.23286487678512843,0.12098113578301706,-0.956640122328899,-0.8624589162565164,-0.28114376462048635,-0.5064155601672119,0.15712366629763694,-0.45401203776060556,-0.7061518506676459,0
0.732824384460777,-0.11288815024326783,0.03376410234396192,-0.7123740931067284,-0.27219136226259133,0.05546129485493304,-0.5754967887111514,0.18784900917283598,-0.3003193449594025,-0.1458468748966384,0
-0.30085330611469846,0.9261390922544689,-0.006748612368966957,-0.52885546447795,0.4112724560515945,-0.6104218249855111,0.1044317975023777,-0.9798350619398878,-0.6640930244492153,0.09843061793456176,0
0.3692332899977052,0.08568414059498525,-0.057824141194120264,-0.1505518477946444,-0.7392609951837137,-0.3599221041973543,-0.23031938547989375,0.5285611131094579,0.1718091447842307,-0.881520077681367,0
0.1620419846973975,-0.19254114020815827,-0.33846100015297936,0.30583814442043394,0.5154997612479755,0.4656400595580993,-0.41960876161131927,-0.1546061879256073,0.16563171570178198,0.4877725635611796,0
-0.23958711892264498,-0.09282948833190856,-0.5531674870030141,-0.5981033120403354,0.406262911197099,0.6781200142854115,-0.03600506079016692,0.5017664489460121,0.18081801252381707,-0.32255987730256214,0
0.18069780275420697,0.7690182832329846,-0.017913019554975766,0.782321827907003,-1.3098725520448722,0.4109512521876119,0.04352353411908567,-0.14950367523293392,0.04588038826775115,-0.9937844573004464,0
-0.10983594391875597,0.1785562857558732,0.738947022370758,-0.2591351091368237,-0.4042468014465938,-0.25087852179226827,0.45770105885103707,0.16437555482984223,-0.2648801018835194,0.25663371655667805,0
0.048538774674020194,0.4843224952664446,-0.3510265469386762,-0.1638310732988841,-0.19605407656607882,-0.7317574740660593,0.14806013853228803,0.13052763608994467,0.00255672832123045,-0.11729356668757371,0
-0.7076853710252071,-0.21032266138267952,-0.17135725826338474,-0.40113863461080945,-0.08064285583300457,0.2020254284072692,0.9430929506052651,0.08728890641591948,0.128775195361382,-0.03722295788308355,0
-0.9593856076495207,-0.013256937724608439,0.03011510497051322,1.231621056242643,-0.09618048239056126,0.15077367116680623,-0.017355884852621656,-0.584339018809766,0.5714114072575103,0.37596651634338707,0
0.39551597352152346,-0.45469372739736946,0.7013971554680496,-0.7009255313961404,0.29342854690013515,1.0952278129049893,-0.49526816256534417,-0.28314886480138596,0.04982568254382061,-0.2517378270580996,0
-0.7753317155330663,0.034281487403013663,-0.5311518568630524,0.2367962153175908,-0.4597121171169017,0.7749672025087699,-0.39162664616811854,-0.1610307581028378,0.4067586086848349,-0.6154321582169776,0
0.11372996730206471,0.653571377141214,-0.8037416172806138,0.0923169292661521,0.12994139712421174,0.390911435888655,-0.618475355439041,-0.6602283065421382,0.2609707828084488,0.14849233661659303,0
0.12524642517293832,0.17322410474848793,-0.3400123607892454,0.11612684858050178,0.14653623664934062,-0.3571757090131839,0.9328872555723783,0.23691646045589376,-0.5956517486013243,0.32827680431691486,0
-0.4873408351136607,0.393542301871226,0.579297789503702,-0.41034115917585523,0.4816880646221609,0.20639046346824916,0.411030079997245,0.9483964913269737,-0.12269405800143525,-0.3768680821787448,0
-0.44475721481276165,-0.40790514248271914,-0.03855085470705206,0.17057598740832175,0.13834539966500953,0.4135916245180119,0.00650094593895351,0.7267670385786584,-0.13232841661897804,1.3600845832948094,0
0.3128336738825031,-0.4285787782081413,-0.5354462490305562,0.24123620762159265,-0.11173139266292542,0.35700024704604594,0.23661881228677242,-0.03641445632843639,-0.4233968590342025,-0.7574236123429323,0
