date,y,temperature,economic_idx,day_of_week,day_of_year
2010-01-01,1.0,16.748166090307606,100.0,4,1
2010-01-02,1.0,15.101178005690565,99.97025372054699,5,2
2010-01-03,1.0,17.716831117343204,99.92562922102418,6,3
2010-01-04,4.748695363916379,20.600420696441166,99.20978819071425,0,4
2010-01-05,5.355908589120284,15.586131439749982,99.22657069065419,1,5
2010-01-06,9.067635606868587,15.84305981480014,99.77460895091632,2,6
2010-01-07,9.549905769299997,21.539530924257434,99.31886187847782,3,7
2010-01-08,5.376987820948587,19.360085248307737,100.02416667852229,4,8
2010-01-09,1.0,15.904637555635484,100.44876136120358,5,9
2010-01-10,1.0,19.195336024910894,100.26194518572821,6,10
2010-01-11,9.46923378506849,16.431238185739577,100.37102360223125,0,11
2010-01-12,12.114472533161578,16.677302448831657,101.34952016266942,1,12
2010-01-13,12.7937850858197,19.05246917804533,101.89507196967611,2,13
2010-01-14,4.1632980404365245,12.837847893937754,102.07763392848065,3,14
2010-01-15,1.0,13.652982699311492,102.13630480001801,4,15
2010-01-16,1.0,17.389788489344117,102.3514146263462,5,16
2010-01-17,1.0,16.285866249639493,102.27158147155423,6,17
2010-01-18,7.857084235005017,20.51353049442327,101.39444947215976,0,18
2010-01-19,12.436969422885337,17.091792586215433,102.58992634518393,1,19
2010-01-20,5.577047682891591,15.822604933036889,102.84107321514439,2,20
2010-01-21,33.03384556536562,24.69861637587598,103.21267922672314,3,21
2010-01-22,12.752481734726063,19.86492635025114,103.35525757760726,4,22
2010-01-23,1.0,20.983785005878655,103.15818338438798,5,23
2010-01-24,1.340876933881324,16.744190223072145,103.23460977744294,6,24
2010-01-25,12.6389333043694,19.62074004635538,102.60315822596944,0,25
2010-01-26,21.359763983791453,21.820258801139282,103.90875760905953,1,26
2010-01-27,17.490854776108954,18.26619335885146,103.45732150922947,2,27
2010-01-28,22.792495501647757,23.07596289354939,103.10587585920568,3,28
2010-01-29,6.461054954823327,20.374591234064102,103.04895554863688,4,29
2010-01-30,1.0,21.526940875778728,103.85482910319244,5,30
2010-01-31,1.0,20.82022673237449,104.02250070326565,6,31
2010-02-01,40.19843180990959,28.4032491037638,103.56338674217169,0,32
2010-02-02,24.959935089358282,23.02466897689541,104.34800255768481,1,33
2010-02-03,15.691354930320053,20.108387354321113,104.86939851280503,2,34
2010-02-04,27.777050683930707,25.963063732531353,105.29291740770647,3,35
2010-02-05,1.0,20.044292967223402,105.80344895952686,4,36
2010-02-06,1.7596531106225424,24.54223313378901,107.15161508144493,5,37
2010-02-07,1.0,18.242812126763802,108.39342666403262,6,38
2010-02-08,11.862645648209922,20.340745207302927,108.1975708240746,0,39
2010-02-09,28.942463312804065,25.11660840990853,109.15521210373758,1,40
2010-02-10,39.38144159058475,26.939326886621913,109.49065172311013,2,41
2010-02-11,28.24398102099975,25.43305696805449,109.88217223262704,3,42
2010-02-12,15.719493416398965,24.76409707765452,109.17608738887836,4,43
2010-02-13,1.1790858796796175,24.39682861840946,109.22898451209093,5,44
2010-02-14,1.0,21.05062353738106,108.95866420082987,6,45
2010-02-15,15.030055176019193,23.509603654423103,109.50674920655632,0,46
2010-02-16,63.054283197356625,24.46700956877672,110.174272409059,1,47
2010-02-17,40.06173708982853,29.196871790650867,109.26690339369222,2,48
2010-02-18,32.971875352052606,27.22967658669158,109.3836158083708,3,49
2010-02-19,47.262109989990535,21.079703946372007,110.07009720809364,4,50
2010-02-20,52.42389634969468,27.507714797068157,110.10009493475698,5,51
2010-02-21,41.73041145801953,25.543440995001816,110.58571694131192,6,52
2010-02-22,63.82554540511112,24.827684952755348,110.88010991699385,0,53
2010-02-23,74.7362374038505,28.84973383119696,111.16743808983017,1,54
2010-02-24,77.3909450964195,30.260402198666284,111.14593491497502,2,55
2010-02-25,77.75404951101045,30.110342124541933,110.649424221234,3,56
2010-02-26,54.65152957525329,24.944302682513953,110.19803409047202,4,57
2010-02-27,44.95846731661732,26.67608391656406,110.65965107833361,5,58
2010-02-28,51.91136470312058,28.7355474864329,110.77385799877976,6,59
2010-03-01,84.1698485017352,30.80265823074545,110.80658873540665,0,60
2010-03-02,59.28543521655095,26.568955570682252,110.69411238172822,1,61
2010-03-03,67.90259666251147,27.576107962888003,110.63844192352579,2,62
2010-03-04,61.8932866965658,24.93680028841188,111.2562513249163,3,63
2010-03-05,55.061041545624626,24.785983049711298,111.1803873319735,4,64
2010-03-06,68.9954764205939,30.927020340477974,110.59899334048455,5,65
2010-03-07,70.16626739171431,32.66901116717945,111.0573144601816,6,66
2010-03-08,69.36186502184556,28.49108437995892,111.03870555975317,0,67
2010-03-09,85.42574006536564,31.820480945829715,111.13554524634654,1,68
2010-03-10,79.03370128853726,29.993471268412208,112.0177673948593,2,69
2010-03-11,67.85303194355052,27.06776910295345,112.08319107480968,3,70
2010-03-12,69.81583854792306,30.177736605821178,112.30073836380632,4,71
2010-03-13,74.23089111613467,33.793910403094884,111.78146490934685,5,72
2010-03-14,52.83209214148602,29.154377469608896,111.73903347802386,6,73
2010-03-15,100.90003139601455,34.03362112510317,112.10839778930826,0,74
2010-03-16,49.70231802450976,21.554046071093232,111.39249402535515,1,75
2010-03-17,88.01492215843115,31.948315000340717,111.55186614471695,2,76
2010-03-18,74.43658772373901,29.808789159223924,111.6583632188649,3,77
2010-03-19,59.32911127227108,28.711361487327284,111.73224678862513,4,78
2010-03-20,50.49751345144859,29.94007859683147,112.30119157116339,5,79
2010-03-21,39.314470071742306,23.754162702773,112.51588969192001,6,80
2010-03-22,67.10985011388608,29.105572003972956,113.29950692875775,0,81
